"Resturants_name","Resturants_phone","Resturants_Review_user","Resturants_Review_feedback","Resturants_Review_photos_image"
"Vendemmia","(206) 466-2533","Vicky T.","$50 for a tasting menu?! What a steal! We were more than full after leaving Vendemmia last night. We had 12 courses. We started with, penn cove oysters, juicy heirloom tomatoes, garden cucumbers, the sweetest melons I've had in a long time and the most delicious fish crostini. We gobbled everything up! Then came the hamachi collar! OMG!! I literally sucked the bones clean I kid you not. We were given not 1 pasta dish, but 3! The server let us put in a preference of which of the 4 pastas we wanted. We opted for the agnolotti. All of the pastas were delicious! We finished with 2 different desserts, a chocolate dessert with a hint of coffee and a yummy almond cake with peach compote. My favs of the night were the heirloom tomatoes, melon appetizer, hamachi collar, fish crostini, the agnolotti and the almond cake dessert, basically everything was delicious!","https://s3-media0.fl.yelpcdn.com/bphoto/EPq27m1mvHewOy2LFUZf6w/348s.jpg"
"Vendemmia","(206) 466-2533","Vicky T.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/77iJK2OKqruU_0GkyNgbvQ/168s.jpg"
"Vendemmia","(206) 466-2533","Vicky T.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/FostB05EuZGejyb1vXx6Rg/168s.jpg"
"Vendemmia","(206) 466-2533","Alexandra K.","this place is my favorite happy hour spot in seattle. the food selection is amazing, good indoor / outdoor seating options, and the staff is friendly and accommodating. i can't say enough about the beef tartare, it is an absolute must.","https://s3-media0.fl.yelpcdn.com/bphoto/D8NeWmJ0T0WldJg79wBkvg/348s.jpg"
"Vendemmia","(206) 466-2533","Alexandra K.","this place is my favorite happy hour spot in seattle. the food selection is amazing, good indoor / outdoor seating options, and the staff is friendly and accommodating. i can't say enough about the beef tartare, it is an absolute must.","https://s3-media0.fl.yelpcdn.com/bphoto/o7F-x96zo0AUW3FBqh8kjw/168s.jpg"
"Vendemmia","(206) 466-2533","Alexandra K.","this place is my favorite happy hour spot in seattle. the food selection is amazing, good indoor / outdoor seating options, and the staff is friendly and accommodating. i can't say enough about the beef tartare, it is an absolute must.","https://s3-media0.fl.yelpcdn.com/bphoto/aQsaznbRmMK0fTgII7yR_w/168s.jpg"
"Vendemmia","(206) 466-2533","Jenny C.","Seattle Restaurant Week April 2018
Service: Bad. She forgot one of the 4 starters and we didn't realize this until after we paid and I snapped a photo of the menu for Yelp. Her response? ""Sorry, I wish you had told me earlier."" And that was it. Keeping track of the courses is her job, not mine. We put 2 cards down, she asked if we wanted to split it and she ran my card twice. Our server Anna basically did a crappy job.
Food:
Starters
1. Octopus--Octopus was so tender and the cauliflower had a nice crunch.
2. Asparagus--Missing
3. Mizuno salad--Felt very spring. It was a nice balance to the heavier pasta.
4. Tagliatelle--My favorite after the octopus. The pasta had fresh peas (a bit too firm) and a minty cream sauce.
Main
Halibut--Preparation could be better. One piece of halibut was nicely seared and the other had no sear on it at all so that nice crunchy top was missing. The fish itself was very tender but I could have used a bit more sauce.
Dessert
1. Ricotta cake--It was served warm!! Make sure to get this. It was so tender and we loved the grapes and almonds on top.
2. Panna Cotta--Skip. It was creamy and dense but the topping didn't do much for it. I would opt for the tiramisu instead. That looked better once i saw it.
I still think this place is a good deal for SRW but next time I'm going to watch the server closely to make sure I get everything that I paid for.","https://s3-media0.fl.yelpcdn.com/bphoto/HPN0tfzLOsi6z88JMbdoxw/348s.jpg"
"Vendemmia","(206) 466-2533","Jenny C.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/nslVfv4OiMGVXWjvyzmIOA/168s.jpg"
"Vendemmia","(206) 466-2533","Jenny C.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/sjjpO0bshErWG5R_YcNehw/168s.jpg"
"Vendemmia","(206) 466-2533","Jenn C.","We love coming to Vendemmia! Their simple spaghetti never disappoints. The pastas tend to be pretty al dente, which is my preference. The veggies and small plates that I've tried over time have always been good. I tried the beef tartare on my most recent trip and was very happy with it. Nice wine selection.
The only negative comment I have is that the tomato based meat pastas tend to be salty (aside from one or two staples, their pasta selection changes frequently, and there are usually one or two meat ones). Most recently, it was the beef shank paccheri that was borderline TOO salty. Everything was cooked well and the flavors/richness were good, but definitely very salty. My boyfriend agreed, and he even had a cold that was dulling his taste buds. Normally I would say this is a one-off, but I've had similar experiences in previous visits, one involving some type of a bolognese sauce. So, we always get one spaghetti to be safe :)
I haven't been here for Happy Hour yet (I attached a menu since I couldn't find one posted anywhere) but based on the prices it seems like a great deal to get some of their staples. Absolutely would be back to try the HH tartare, spaghetti, and a glass of wine :)","https://s3-media0.fl.yelpcdn.com/bphoto/pTKXfxMfuPi0P9A-oxh1NQ/348s.jpg"
"Vendemmia","(206) 466-2533","Jenn C.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/wSsiYf1mGslmiRVjeXuxJw/168s.jpg"
"Vendemmia","(206) 466-2533","Jenn C.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/pNCqEXkbaUeV3xVpEZLLiA/168s.jpg"
"Vendemmia","(206) 466-2533","Marie B.","This is a two part Yelp belated post from a birthday celebration (6/9/15) and for Day 1 of Seattle Restaurant Week campaign (10/15/17). Both dinner visits were specifically with the intent of celebrating at Vendemmia.
The first visit was a culinary revelation along the retail and restaurant row on 34th Avenue in Seattle's Madrona neighborhood. Definitely something different from my visits at St. Clouds or Hi Spot Café. This uplifted my spirits since I was worn out juggling a new job and dealing with an ailing parent. As a cancer warrior, I treasure each birthday I get to celebrate. I recall the lovely atmosphere, impeccable service, and amazing food. It was a feast for the senses. I just located my digital photos and posted them this evening (11/15/17). Who knows where that digital camera went? Thank goodness I had transferred these photos to a file on my ancient laptop.
In the interim, I had enjoyed several visits to the late Contadino over on 19th E in Seattle's Capitol Hill neighborhood. Still hadn't checked out East Anchor Seafood (Madrona) or Raccolto (West Seattle) though. I was saddened when Contadino had closed. I had made a mental note that I needed to revisit Vendemmia.
I had that opportunity a month ago (10/15/17) during the first day of the Seattle Restaurant Week (SRW) campaign. My sennin-so shiatsu LMP reminded me that I really needed to make the effort to take better care of myself and partake in fun activities of my choosing. Gave myself plenty of time to deal with traffic, found parking by Vendemmia, but had a tiny mocha first at a nearby indie café. Yes, it would have been more enjoyable to be with others, but this 6pm reservation was solo for the purpose of taking myself out on a 'date'. Life's too short to expect magic to happen, especially with my chaotic roller coaster called life.
I was seated at a two top by the entrance and host stand. I had a great view of the open kitchen, but was not distracted by the full restaurant and bar scene. I was really focused on each dish brought to my table. I was shocked that I was given all four of the starters. So rather than the expected three courses for SRW, I had experienced six!
The flavors (with a capitol F), textures, visual composition were incredible. I had to remind myself that I had to pace myself. I still ended up having to box up some of my starters (charred broccoli and chicory apple salad) but definitely the Hamachi crudo and pork loin with tonnato were devoured! Same fate happened with half of the herb stuffed porchetta with autumn squash and pickled chanterelles. Made for an amazing lunch the next day. I barely made it through the dessert selected, the baked budino, as I thought of the Monty Python reference of 'one thin mint'. Overindulged, but overall dining experience was phenomenal.
The cuisine and service were memorable that photos from 6/9/15 and my visit a month ago on 10/15/17 remain vivid. Vendemmia is definitely highly recommended!","https://s3-media0.fl.yelpcdn.com/bphoto/Sak4Sq9RVvplSRGGpVjNoQ/348s.jpg"
"Vendemmia","(206) 466-2533","Marie B.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/OvLSV5Og_KOmT1aB4NAo7w/168s.jpg"
"Vendemmia","(206) 466-2533","Marie B.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/Tk606f_4W1vCRMPmekkmbw/168s.jpg"
"Vendemmia","(206) 466-2533","Jo V.","Update: Still great service however celeriac soup tasted like corn starch, hubby's cavatelli was heavily salted, tagliatelle and green bean appetizer were great. $90 plus tip, ouch!
Next time in Seattle, will be seeking out another restaurant for Italian food.",""
"Vendemmia","(206) 466-2533","Mike S.","We went to Vendemmia yesterday for my wife's birthday, she really liked the place as did her sister. Definitely has the look of a place women would like to go. ""Trendy"". I had a pasta dish with pork, which was pretty good. They have Rainier tall cans for $4, another good choice.
Overall everyone who went enjoyed the spot. The waitress was very helpful with suggesting cocktails and attendant with our table.",""
"Via Rosa 11","(206) 451-4640","Scott B.","Best pizza on the island. We got the speck and buratta and a side of the spaghetti with pesto on the advice of the owner's daughter. UhMazing! The pIzza was neopolitan style with an impossibly thin crust. Pesto was the best I ever had. The personnel were friendly and extremely accommodating. They understand great food and customer service. We will be back!",""
"Via Rosa 11","(206) 451-4640","Vo T.","Amazing Italian dishes, we tried the mushroom Lasagna and Meat ball bucatini. We wanted to try the bucatini with the classic bolognese sauce but they didn't have it yet, but the meat ball sauce was definitely on point, on a sour side but the more you eat, the addictive it gets. However, the main star was the lasagna. it is the best I've tried so far, they didn't have the classic lasagna on the day either but I was so glad the waitress convinced us the mushroom sauce was really amazing. It really was, like the moment you took a first bite, you know this sh*t was better than any lasagna I tried in Italy, creamy, yet powerful taste.
The missing start is the bucatini itself, it wasn't al dente, more like undercooked, which disappointed me a little bit, and the step prices like other mentioned in the previous reviews, I was a quite shocked when my bill came closer to 40$ , considering the size and the self service.
Anyway, good lunch spot, amazing Italian dishes, and the waitress was super nice and attentive when I asked for a hot sauce, she offered me a free little bottle of their house special chili oil.
Also nice atmosphere and decorate!","https://s3-media0.fl.yelpcdn.com/bphoto/9Sq32j5N1Iu4HTJFtHhQQA/348s.jpg"
"Via Rosa 11","(206) 451-4640","Vo T.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/K1s3bQMjGnC8dZIMBFoHyg/168s.jpg"
"Via Rosa 11","(206) 451-4640","Vo T.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/TKjZYOWHzwuwiJAYZJ66CQ/168s.jpg"
"Via Rosa 11","(206) 451-4640","Tara B.","Love the food, love the atmosphere, and love the service. Like the wine selection, like the neighborhood location, and like the ""to go"" items I can grab. Tip: always grab a jar of pesto.
The prices are a little steep for what you get. I'm used to saying this on Bainbridge Island, but it bothers me the most here, which is why I don't go very often. Still great for a fun night out with family or if you're in a pinch and need a fast lasagna to cook at home.",""
"Via Rosa 11","(206) 451-4640","Annie Y.","SO charming! This charmer easily fits in the top 5 must visit spots on the island and it's no wonder why it's so revered. With its local mercantile vibe all their pastas are handmade and prepares fresh on demand. There's a good list of sauce choices on the daily and everything is a hit. (Try the vodka!) There's a wood fire stove for pizza in the corner with the most beautiful Italian tile work that serves as the restaurant's centerpiece. The staff was warm and friendly and the food was served quickly. The only con is the price, around $20 pp.","https://s3-media0.fl.yelpcdn.com/bphoto/PR4UEXZp343-UbnGn4SgfQ/348s.jpg"
"Via Rosa 11","(206) 451-4640","Annie Y.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/HI-iyccDX5p6fo76ij3e1g/168s.jpg"
"Via Rosa 11","(206) 451-4640","Annie Y.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/JheQ6RHEcfcmG7oD3O4CIg/168s.jpg"
"Via Rosa 11","(206) 451-4640","Allison C.","It is always exciting visiting Seattle but it is quite a treat to take a giant ferry over to Bainbridge Island and to stumble upon a truly authentic Italian restaurant in the states. Like Santa Claus, they do exist, my friends!
Instantly, Via Rosa 11 sets the mood of feeling as if you are walking into a restaurant in Venice that is amongst the cobblestone streets, through the arched passageways, away from the shops, just tucked away with a quaint outside seating area covered in beautiful vine covered lattices with opened doors welcoming you home. But a home unlike any other, this is a home with a framed photo of Sophia Lauren, homemade pastas lining the counter, and a beautiful decadent white and blue tiled wood burning oven. Every detail is absolutely perfect.
I ordered the bolognese which came to me still steaming, the meat was tender, every bite packed with flavor, and a side of toasted bread. Honestly, I can't say enough wonderful compliments. I will be back to Bainbridge just to satisfy my dreams of eating here again. Spettacolare!",""
"Via Rosa 11","(206) 451-4640","Marjorie H.","Best Italian I have EVER had. Very authentic. Simple traditional menu. Fresh ingredients. Flavorful! The staff were AMAZING and friendly!! Quaint and cozy. This is a MUST place to go eat when visiting Seattle.","https://s3-media0.fl.yelpcdn.com/bphoto/pBDwICXJivuScR6zTBGY8w/348s.jpg"
"Via Rosa 11","(206) 451-4640","Brenda H.","Loved this find - great rec, Yelp! It's out of the way, down a side road after another road, and next to a Jiffy Mart. But it's the most authentic Italian I've seen in a while. Freshly made pasta? Pizza? Sauce and everything? Great flavors, and the counter service is welcome. Most Italian restaurants are sit-down and fancy, while this felt like a deli.
I've lived in Italy before on a military base, and this feels just like the pizza counter in the Agnano Commisary, just so much brighter!","https://s3-media0.fl.yelpcdn.com/bphoto/JoLqzG0bQIVMnlnnxR7qXw/348s.jpg"
"Via Rosa 11","(206) 451-4640","Richard F.","Went here for both lunch and then picked up dinner for later as well. Great Italian market with fresh food, sides, and pastas and helpful staff. Definitely at least 4.5 stars.
For lunch we got a panino and raditore pasta with pesto. And then came back for a pound of fusilli with some bolognese sauce and a caprese salad. Very good!","https://s3-media0.fl.yelpcdn.com/bphoto/UlmV83wWW3K6LBahfGuViQ/348s.jpg"
"Via Rosa 11","(206) 451-4640","Richard F.","Went here for both lunch and then picked up dinner for later as well. Great Italian market with fresh food, sides, and pastas and helpful staff. Definitely at least 4.5 stars.
For lunch we got a panino and raditore pasta with pesto. And then came back for a pound of fusilli with some bolognese sauce and a caprese salad. Very good!","https://s3-media0.fl.yelpcdn.com/bphoto/yF8bFyrfSH5_71342PT4Jw/168s.jpg"
"Via Rosa 11","(206) 451-4640","Richard F.","Went here for both lunch and then picked up dinner for later as well. Great Italian market with fresh food, sides, and pastas and helpful staff. Definitely at least 4.5 stars.
For lunch we got a panino and raditore pasta with pesto. And then came back for a pound of fusilli with some bolognese sauce and a caprese salad. Very good!","https://s3-media0.fl.yelpcdn.com/bphoto/oNXWSJB9JrJzr1YKnNDgwg/168s.jpg"
"Via Rosa 11","(206) 451-4640","Diana F.","My go to for Italian food. Always fresh, friendly service and did I mention the food! OMG delizioso! The squid ink pasta brings back memories when my Mother use to make hers in the kitchen. Best place in Kitsap","https://s3-media0.fl.yelpcdn.com/bphoto/p1DKqPdeTbPsPJ0FM_zz_A/168s.jpg"
"Via Rosa 11","(206) 451-4640","Diana F.","My go to for Italian food. Always fresh, friendly service and did I mention the food! OMG delizioso! The squid ink pasta brings back memories when my Mother use to make hers in the kitchen. Best place in Kitsap","https://s3-media0.fl.yelpcdn.com/bphoto/HIp9r3J9uRiJAsqISF9qpw/168s.jpg"
"Via Rosa 11","(206) 451-4640","Sherry C.","OMG I want to work here! The girls helping us were just so cute and super sweet! They made suggestions for pizza and pasta and we were not disappointed!
Place is super clean and nicely decorated. They have cool outdoor seating and one of the girls even came outside and chatted with us for a bit. She told us about the island and some places to check out. I am definitely stopping in again if I am ever in the area.",""
"Via Rosa 11","(206) 451-4640","Marie B.","Literally saving the best post for last from my recent spontaneous 3 day birthday weekend. This Yelp post was for a first time visit to Via Rosa 11 on 6/9/18.
I knew absolutely nothing about this Rolling Bay restaurant, except that local resident and avid Yelper George S. mentioned takeout lasagne. I'm probably am the biggest Italian cuisine fan, but never travelled there. Yet.
After stops at nearby Bay Hay and Feed and the newbie wine tasting at Rolling Bay Winery, it was time to have some lunch. What a phenomenal culinary find ! Via Rosa 11 functions both as an Italian retail market and restaurant.
The counter staff are friendly and patient with newcomers who have to ponder the vast choices. I kid you not, it was tough. Plus the servings are generous, a challenge since I was dining solo.
There are daily specials, salads, soups, antipasti, panini, pizza, pasta including ravioli, lasagne, gnocchi, crostini, desserts, ad naseum.
I can't imagine someone not finding something fantastic to enjoy.
For Seattleites, it's like a mashup of Il Corvo, Pasta and Co., Delaurenti's, and PFI, but scaled down. It also exudes a tight community vibe, a lovely open food prep/ kitchen area, plus a wood fired oven.
I ended up ordering the Burrata salad ($12) with arugula, burrata, cherry or grape tomatoes, olives, pickled onion, baby peppers, radish all nicely dressed in balsamic, plus opted for two (not four) crostini. Next time there is polpo/octopus salad....
Plus who could resist fresh pasta cooked to order with your choice of sauce ($13)? This handmade pasta aficionado selected paparadelle with bolognese. Lovely presentation...tasted wonderful on 6/9 and even when microwaved at work today on 6/13. That's quality goodness!
Lots of beverage choices too, but the iced lemon water was a nice touch.
While I was texting back and forth with George S. via Yelp, I paused and asked the gentleman weaving between tables whether he was Pino, the restaurant owner.
Indeed he was and he regaled me with vivid stories of growing up eating fresh, seasonal, coastal food from Imperia in the Liguria region. He even showed me pictures and postcards off the kitchen wall. Family anecdotes and inspirations are the best!
He said he never goes to ""work""...truly this is a genuine individual who loves what he does and wants to share that with you. He is living the dream!
When he realized that I visited here on a whim for my birthday, he kindly gave me free cannoli. Mmmmm, so tasty. I'll have to be prepared next time have a cooler and order the pan of tiramisu.
As I'm busing my table (the entire place was filling up with customers amid the kitchen bustling kitchen activity), I was called over to see one of the culinary staff pull out large porchettas from the oven. I can only imagine that sliced thin in a panini sandwich or an open faced ciabatta.
Yes, I ventured in and dined alone at Via Rosa 11. But the welcoming atmosphere and delicious cuisine made me feel like a Bainbridge Island regular on a whirlwind field trip to Liguria.
Grazie mille, Chef Pino and of course, George S.","https://s3-media0.fl.yelpcdn.com/bphoto/aPTPvLMDXCNBEfEqVGPpLA/348s.jpg"
"Via Rosa 11","(206) 451-4640","Marie B.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/rw9Q-stxM2w79iuPb0_lZg/168s.jpg"
"Via Rosa 11","(206) 451-4640","Marie B.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/PaZKF99O8IUu9b9cJG2mGw/168s.jpg"
"Via Rosa 11","(206) 451-4640","Becky N.","This was a lovely find just a short ways from our vrbo. Homemade pasta and sauces were very good but didn't stand out to me. I think my husband was a little more enamored than I was and would've rated a four. I found the seating somewhat disconcerting as there isn't a lot of it and it feels a bit like you are stalking people (and being stalked yourself). The working owner/chef was obviously beloved and came out often for hugs and to chat with people. I could definitely envision living here, getting off the ferry on my way home from work and stopping for a quick carry out of pasta and a bottle of wine.",""
"Via Rosa 11","(206) 451-4640","Ninette C.","This is a charming, unsuspecting, casual Italian restaurant tucked away from on Bainbridge Island, even away from downtown Bainbridge Island.
The 5 of us ordered:
-Pizza of the day with prosciutto and burrata: voted as the best dish of the meal by the fiance. The crust is very well done and made in the wood fired oven.
-Mushroom pappardelle: my favorite dish of the meal. They put so much mushroom in there and the pappardelle is so fresh.
-Buratta salad: my dad's favorite. You get a very generous serving of buratta with the house salad.
-Side of cauliflower: a good side. Not a standout but good to get some vegetables in.
-Seafood on squid ink linguine: this was the first dish I chose but we all agreed they dropped the ball a bit. The linguine was way too soft and the dish overall was a bit salty.
All in all, we really enjoyed our meal here. We'd definitely come back but will skip the seafood linguine next time.",""
"Via Rosa 11","(206) 451-4640","Mary D.","My mom and stepdad live in southern Italy (Capitello, Salerno) for eight months out of the year. I've been to Italy plenty of times. They have a traditional, outdoor stone pizza oven at their Italy home. My stepdad has been making pizza since he was a teenager, usually from scratch, where 'scratch' means 'the sauce is made from tomatoes and herbs he grew himself.'
We are tough customers when it comes to fresh-made pasta and brick-oven pizza.
So much so, in fact, that when they're in the US they usually avoid Italian food -- not just because it's usually too Americanized for their tastes, but because they will freely tell you they're kind of sick of it at that point, and sorta want a cheeseburger and a salad with ranch dressing.
My mother has actually suggested of her own accord when visiting me that we go to Via Rosa 11, which should tell you all you need to know.
The pizzas are thin-crust and a great size for one very hungry person, with potential for leftovers if you're not ravenous. *They also offer burrata.* I've never asked them if it's actual bufala, but it's so tender that it hasn't mattered to me enough to ask. On nights when I feel like splurging on comfort food, I pick up some fresh-made noodles and a container of one of their sauces -- bolognese is a personal favorite, and theirs never lets me down (get the wild boar bolognese if you're feeling especially fancy). I've bought a container of their meatballs in sauce and just eaten those for a meal with a salad. I enjoyed the meatball sub I had, but I can't speak as to the rest of the sandwiches, because when I'm there I'm not usually wanting sandwiches!
The only 'downsides':
1 - Limited seating. If they're slammed, that might present a challenge.
2 - The location means that I didn't learn about this spot until long after I wish I had known it existed, in spite of frequenting the feed store...and I imagine there are other people out there who haven't discovered it yet, either.
It's worth a trip. If you can swing it to hit Bay Hay & Feed and Via Rosa 11 on the same day, I personally think that those two locations alone are worth a trip all the way from Seattle and beyond.",""
"Via Rosa 11","(206) 451-4640","Edgar A.","From someone who was in Italy last year, this place is as authentic as you can get. We had the caprese salad, lasagna, pizza, Bellinis. Everything was fantastic.
It's kind of outdoorsy with tables and benches outside for you to sit. The best time to eat is lunch or late lunch, because in the evening, the flies start coming around. However, they do have space inside, but limited, so get there early. Service was great; the ladies that work there help you if it's your first time, and they are accommodating to your needs. Recommend giving this place a try for those who love authentic Italian food; and enjoy eating in the outdoors.",""
"Via Rosa 11","(206) 451-4640","Robert V.","What do you do on Friday night when you've failed to plan your evening? Go to Via Rosa and have a amazing meal. I had capellini aglio olio with Calabrian peppers. Beyond being so fresh, it had the zing I was looking for. I'm always amazed at the way even a simple dish like this is raised to the highest level. And honestly, I'm even more amazed that the place has gotten better over time, with generous portions and always a welcoming atmosphere. Oh, and whatever you do - don't leave without a cannoli for the road. Awesome experience!",""
"Via Rosa 11","(206) 451-4640","Sue M.","Hidden away off the main drag of Bainbridge is this gem of an Italian restaurant. Fresh handmade pasta, wood fired pizza, savory soups, roasted veggies...so delicious. I would return just for their bolognese sauce, so so good. Thank goodness they had Uber there as this place was a bit far from the marina and all the shops. This place serves nice sized portions along with good quality and this results in a winning combo and a 5 star Yelp review!! Inside seating is limited but if it's nice out like it was today, there's more seating outside.","https://s3-media0.fl.yelpcdn.com/bphoto/5NDbMkG3rqCfgIqbxh5FkA/348s.jpg"
"Via Rosa 11","(206) 451-4640","Sue M.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/WSNPOT_myRWXvFJdIb2-Tw/168s.jpg"
"Via Rosa 11","(206) 451-4640","Sue M.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/0_J2hiu7NpFVWX121TZKbw/168s.jpg"
"Via Rosa 11","(206) 451-4640","Rs R.","Delicious! Every food we ordered was amazing! We had pizza, mushroom fettuccine, marechiaro tagliatelle (special), spinach ravioli, and lasagna for 7 people.
Amazing service and incredibly friendly employees.
I would highly recommend this award-winning restaurant!",""
"Via Rosa 11","(206) 451-4640","Shauna R.","Cute atmosphere. Delicious food. Friendly staff. Highly recommend! We made a day trip out of it after seeing it recommended by a local food reviewer.","https://s3-media0.fl.yelpcdn.com/bphoto/aUWW2FqF51NjqrsBdj7GYQ/348s.jpg"
"Via Rosa 11","(206) 451-4640","Shauna R.","Cute atmosphere. Delicious food. Friendly staff. Highly recommend! We made a day trip out of it after seeing it recommended by a local food reviewer.","https://s3-media0.fl.yelpcdn.com/bphoto/_ZEpfdXAjS62oOJWrqQ7ZA/168s.jpg"
"Via Rosa 11","(206) 451-4640","Shauna R.","Cute atmosphere. Delicious food. Friendly staff. Highly recommend! We made a day trip out of it after seeing it recommended by a local food reviewer.","https://s3-media0.fl.yelpcdn.com/bphoto/8SakwIZnyawgfC5A-ZMhsg/168s.jpg"
"Via Rosa 11","(206) 451-4640","Steven B.","A hidden gem and one of Bainbridge's best restaurants. Everything is made in-house and cooked to order. Pastas are perfectly al dente, the wood-fired pizza is crispy and tasty (go for the Zena!) and the soups are fantastic, especially the zucchini.
I love these guys and everything they do!",""
"Salumi Artisan Cured Meats","(206) 621-8772","Anna N.","It's a good thing that this is in Seattle or else I'd go here every week... or every day. My cousin recommended this place to me and said they made amazing porchetta sandwiches. I was told to get there early because it gets busy. People actually came here 30 mins before to wait until it opens!
Highly recommend the porchetta sandwich. It was very delicious and juicy. I couldn't finish it all so you may want to share. There are seats inside - you may share with people so heads up.","https://s3-media0.fl.yelpcdn.com/bphoto/guJGTBr3eCX4JgMQ2XOM5Q/168s.jpg"
"Salumi Artisan Cured Meats","(206) 621-8772","Anna N.","It's a good thing that this is in Seattle or else I'd go here every week... or every day. My cousin recommended this place to me and said they made amazing porchetta sandwiches. I was told to get there early because it gets busy. People actually came here 30 mins before to wait until it opens!
Highly recommend the porchetta sandwich. It was very delicious and juicy. I couldn't finish it all so you may want to share. There are seats inside - you may share with people so heads up.","https://s3-media0.fl.yelpcdn.com/bphoto/voG69WA_0wwjHcVT1SRB6Q/168s.jpg"
"Salumi Artisan Cured Meats","(206) 621-8772","David S.","The good news is that it's a very attractive space with excellent dollars to quantity ratio but I can't understand the raves...
The food was good but only good... In fact the porchetta sandwich was rather bland and lacking in flavor.
Oh well, I'll try again for other meats since maybe they are better.",""
"Salumi Artisan Cured Meats","(206) 621-8772","Robyn C.","Been here a few times and it has been consistently one of the best lunch spots. Their sandwiches are made with the fresh bread and the meats freshly sliced/made in house. Of course the porchetta is delicious, but so is the meatball, and so is the pasta, and so is the salami. How I manage to choose, I don't even know! The prices run about $10-13ish and it is SO worth it.
The pricing for their sliced salami is a little cheaper here than at other stores. But the game changer is the amazing deal on their guanciale ($15/lb). I use that on every pasta sauce I make and the flavor is out of this world!!!",""
"Salumi Artisan Cured Meats","(206) 621-8772","Andrea O.","I had very high expectations, so that's probably why I'm giving only 3*. Overall I liked it, but it was not memorable. The ""Salumi cured meats + cheese and olives"" was a bit underwhelming. I was expecting a variety of cured meats, like salame, prosciutto, speck, bologna, etc., like I would get in italy, but instead it was only a few types of salame. Then I got the porchetta sandwich, which was more like a pulled pork, porchetta is usually sliced. Also, too much pork for my taste, overdoing quantity is not always good. Anyway, not bad, but different from what I expected.","https://s3-media0.fl.yelpcdn.com/bphoto/R9Scdr8hRbFNyQ6PjB_eTg/348s.jpg"
"Salumi Artisan Cured Meats","(206) 621-8772","Andrea O.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/021Y0xkCH7L6Vi2CZTlmRg/168s.jpg"
"Salumi Artisan Cured Meats","(206) 621-8772","Andrea O.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/upW80QKnNiwST3k7ed5-2w/168s.jpg"
"Salumi Artisan Cured Meats","(206) 621-8772","Sarah C.","I came here for lunch with a friend a few weeks ago. We got there around 12:30pm and luckily it wasn't too busy for a weekday afternoon. We decided to order two sandwiches to share - the meatball and porchetta ones.
We both loved the porchetta sandwich. The meat was really flavorful, tender and juicy and the bread was soft and really good with it. The meatball one is good as well but the bread was much harder so a little difficult to eat but still really good flavor. Definitely worth it to come check out! Highly recommend the porchetta and try some of their other sandwiches as well! Will be back!","https://s3-media0.fl.yelpcdn.com/bphoto/tIG9GDaSsKnCAKBPXxew-w/348s.jpg"
"Salumi Artisan Cured Meats","(206) 621-8772","Dione L.","Perfect Sandwich. I Love salumi so much because instead of piling a bunch of stuff, they really take the time carefully sought out each ingredient and combination. The sandwiches are all crafter with cheese to die for and meat thats packed with flavor.
I got the salumi and not to mention the bread is amazing. My friend got a meatball sub that was juicy and great flavor. The line is worth it guys and the service is always quick and excellent!","https://s3-media0.fl.yelpcdn.com/bphoto/YPVAQDlpQwVA5PduILVn1g/348s.jpg"
"Salumi Artisan Cured Meats","(206) 621-8772","Helen H.","4/5 - interesting space, huge portions, no complaints... well maybe a little.
I got the October special that came with meats, grilled onions (extra?), cheese, and grilled apples which was such a unique touch. It cost approximately $14.
My friend got the porchetta which is their recommended hot sandwich. Both were delicious. The meat in the porchetta was nicely ground and seasoned. My sandwich meat was a bit on the salty side but the apple was an amazing touch.
Things to note: fast service, bus your own tables. Water available, clean shared bathrooms with the building, they have a code. I'd definitely go back, but would likely want to share with a friend again, one full sandwich of the same taste is a bit much for me. I didn't feel like I had enough grilled onions.","https://s3-media0.fl.yelpcdn.com/bphoto/LOTfd0Ske0unqqtPpK5R-g/348s.jpg"
"Salumi Artisan Cured Meats","(206) 621-8772","Helen H.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/ZTTwF2PpQx78lAYxTeDGbw/168s.jpg"
"Salumi Artisan Cured Meats","(206) 621-8772","Helen H.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/COYivFrNo6mdsgh_hX1EiQ/168s.jpg"
